PRODUCT_CATEGORY,RATING,LABEL,REVIEW_TEXT,SOURCE,TEXT_LENGTH,SENTIMENT_POLARITY,RATIO_REPEATING_WORDS,IMPORTANT_WORDS_COUNT,STOPWORDS,FK_SCORE,CAPITALIZATION_COUNT,PUNCTUATION_COUNT
Movies_and_TV_5,1.0,F,"We know bin Laden orchestrated this. The fact that he was a U.S. intelligence official is a major part of the reason he was allowed to have a military career. In other words, Bin Laden was not in the military at all. He was a civilian. He had no military experience. He was a good man. He was a great man. And the fact that he was a U.S. intelligence official gives it an interesting twist. He was a very good guy. He was a great leader. And the fact that he was a U.S. intelligence official gives it an interesting twist. He was a very good leader. And the fact that he",AMAZON,113,0.4089583333333333,0.20618556701030927,5,67,3.7,22,19
Toys_and_Games_5,2.0,F,"Beads are made in China, and have been used by many people in China for a long time. The beads are colorful and the plastic is solid. The beads are not easily damaged by rubbing or shaking.

The beads are designed to last for years. This is a great way for young people to learn about their musical and musical skills.

I highly recommend this product.I bought this for my son to use as a teaching toy. ",AMAZON,77,0.14484848484848487,0.18840579710144928,1,39,4.0,9,8
Kindle_Store_5,5.0,F,"Love this book of Hildebrands, and will be reading more. I will be reading more of this author",AMAZON,18,0.5,0.3125,1,12,2.1,3,2
Books_5,5.0,F,"Cool premise for a story, and an entertaining story.  I will admit that I was a bit disappointed in this book.  I liked the story, but not the characters.  The premise of the",AMAZON,33,0.175,0.14285714285714285,0,20,4.2,5,5
Books_5,3.0,F,"This book is one of the best I've ever read.  I love how the author has a way of painting the story.  I also love the illustrations, which are very interesting.  The illustrations are great.  I would recommend this book.  I recommend it to everyone.I love this series! I can't wait to see how the",AMAZON,55,0.6791666666666667,0.2,3,29,3.6,9,10
Sports_and_Outdoors_5,5.0,F,"Really love this knife.  It has the wide blade and thick handle.  The knife is pretty sturdy.  The handle is nice, but the sheath is not.  I would definitely recommend this knife to anyone.  I would buy it",AMAZON,38,0.15833333333333333,0.21875,2,18,2.2,6,6
Tools_and_Home_Improvement_5,4.0,F,"I've got two clickers on my keychain.  These are a nice touch for the price and the quality.  I've also got a couple of the TRS-38A flashlights with a battery operated battery in the back.  I'm going to see if they last long.  They're bright enough to be used in a pinch but the battery is a little short.  I just bought a new TRS-38A.  I like that the battery is removable from the keychain so it won't be lost.  I'm not sure how long it'll last but I think it'll last for a very long time.  I'm not sure about the longevity but I like that it's a small compact keychain and I can carry it around for a very long time.  I'm going to keep it for a very long time.  I just don't think it'll last forever.This is my second pair of these, and I really like the quality of the material on the other.  They are very easy to install, and the rubber part of the head is very easy to install, and I like that the head is very sturdy.  They are very comfortable to wear, and have a nice feel to them.  I would recommend these for those that wear gloves",AMAZON,207,0.1009455667789001,0.18857142857142858,6,122,4.0,28,33
Electronics_5,5.0,F,"I can't get enough of this. The quality is amazing. If you have been following the other reviews, this is the most solid and reliable TV out there. The sound is great.",AMAZON,32,0.271875,0.07692307692307693,1,20,2.9,6,6
Pet_Supplies_5,5.0,F,nice custom dog tag. nice and sturdy and the materials are good.  my dog loves this one,AMAZON,17,0.6333333333333333,0.2,0,6,2.0,0,2
Toys_and_Games_5,4.0,F,"The Mr. Pencil Stylus works better than the regular wooden pen.

The art style is pretty good.  The pen is plastic, but the paper is plastic, so it is pretty durable.

The pen is a little thin, but it is very soft.  The pen is not a very durable pen, and it will not last long.  I think the quality of the pen is great, but I think the pen is just too thin for a pencil holder.  Overall, I think this is a very good pen, and I'm not sure that it is worth the money.

If you like Mr. Pencil Stylus, you'll love this pen!

I'm sure I'll get another Mr. Pencil Stylus for my nephew.I got this for my daughter's 3rd birthday.  She loves it.  I love that it has a little ramp that makes it easier to get to the bottom of the pool.  My daughter is 4 and has had this for about a month now and it's been a hit!  She really enjoys playing with it.  It's easy to set up and she can use it on her own or with the other kids.",AMAZON,190,0.18338734567901233,0.17197452229299362,6,110,2.9,28,33
Sports_and_Outdoors_5,5.0,F,I used the chain for a couple weeks with the chain included in the package. I was surprised to find that,AMAZON,21,0.1,0.15,0,12,2.7,2,1
Home_and_Kitchen_5,3.0,F,"seems ok. not very big, but the design is a good one. Nice, sturdy, and functional. Great for the price. Not too big or too small.",AMAZON,26,0.3357142857142857,0.16666666666666666,2,13,1.1,3,8
Tools_and_Home_Improvement_5,1.0,F,useless tool. the metal handle has a wide opening which is a nice feature for the size of the tool.,AMAZON,20,0.0,0.1111111111111111,0,10,7.6,0,2
Tools_and_Home_Improvement_5,5.0,F,"Added a modern touch to the old style.  Not too much work for a small person, but",AMAZON,17,0.0625,0.06666666666666667,0,8,0.7,2,2
Kindle_Store_5,5.0,F,This is one of the best books I've read in a long time.  I can't wait for the next one!I liked this book but the writing was a bit slow. The story was a little rushed.  I would have liked to see more of the characters in the book.  I could have read the book in one sitting but the writing was a little slow.  I just didn't feel like it was a good read.I like a good quick read.  I have read all of the books by this author. ,AMAZON,90,0.26217948717948714,0.23076923076923078,4,49,1.3,10,12
Sports_and_Outdoors_5,5.0,F,"I've fished with these little tubes for the last 10 years and they work great. I have one in my 6th-door house, and another in my 6th-door neighbors'",AMAZON,28,0.2041666666666667,0.13636363636363635,0,14,4.0,2,6
Tools_and_Home_Improvement_5,5.0,F,"perfect for pantry, walk in closet, and closet.  I also love that it's been",AMAZON,14,0.75,0.0,1,7,2.5,1,4
Pet_Supplies_5,5.0,F,This is exactly as advertised. We have 3 dogs and they all love it!We have been using this for a long time and it seems to last us a long time. The only problem is that it is hard to open. I am very disappointed.,AMAZON,45,-0.06851851851851855,0.2,1,29,2.1,5,5
Sports_and_Outdoors_5,3.0,F,"Overstuffed in thigh area, but not an issue with the legs.",AMAZON,11,0.0,0.0,0,6,2.9,1,2
Electronics_5,4.0,F,A high-quality cable that contributed greatly to the quality of my video. This cable is a bargain.,AMAZON,17,0.8,0.14285714285714285,1,9,6.6,2,3
Electronics_5,4.0,F,"I use this projector for a number of reasons, which I will list below.

1. It's small enough to fit in a pocket, or if you don't mind having to carry it around when not in use, it's plenty compact.
2. It's compact enough to fit in a backpack, or if you don't mind having to carry it around when not in use, it's plenty compact.
3. The sound quality is decent, and not overly loud, but I would prefer a little more bass, but I'm not sure that's a deal breaker.

The only real issue I have with it is the volume. It's a bit loud, but I would prefer to have it at 1/2 the volume.

Overall, it's a great projector, and the only thing I don't like about it is that it's not quite as bright as the HDTV that I have. It's not the brightest color, but that's not a big deal for me, but it's a big deal for me.

The only real issue I have with it is the remote. The remote is a bit too small for my liking, but it's not a big deal for me either",AMAZON,195,0.09922839506172841,0.23026315789473684,3,122,6.2,22,43
Movies_and_TV_5,3.0,F,This was an interesting movie.  I liked the movie.  The plot was predictable and the acting was weak.  The acting was not,AMAZON,22,0.08750000000000002,0.15789473684210525,0,13,1.9,4,3
Books_5,5.0,F,What an amazing author. Her characters are believable and the plots are full of imagination. She does not disappoint. If you are a fan,AMAZON,24,0.4833333333333334,0.047619047619047616,0,15,4.5,4,3
Tools_and_Home_Improvement_5,5.0,F,"I used this to cut a hole in the wall. I did not need a saw blade, but I had no problem",AMAZON,22,0.0,0.1,0,14,0.5,3,2
Electronics_5,5.0,F,"It's fine, works well. I use it as a long cable for my computer, and I don't use it much. ",AMAZON,20,0.18888888888888888,0.21428571428571427,0,11,2.5,3,6
Electronics_5,3.0,F,Nice scenery idea on the web. The only problem is that it's not really a screen protector.,AMAZON,17,0.16666666666666666,0.07142857142857142,1,9,4.2,2,3
Sports_and_Outdoors_5,5.0,F,"These fit up to a 13.5"" long. I also love that the yellow mesh has a nice touch.  The mesh is a bit loose around the edges so it",AMAZON,29,0.2288461538461539,0.11538461538461539,1,15,1.2,3,4
Sports_and_Outdoors_5,5.0,F,"I bought some spares for my wife and she loves them. The only reason I gave this a 5 stars is because I am a 32 year old man, so it is pretty much impossible to get this on my belt without a belt clip.",AMAZON,45,-0.07916666666666666,0.14285714285714285,0,25,7.3,4,3
Kindle_Store_5,5.0,F,Baptista is the owner of a local bakery and has decided to open her own. She's just starting to get into the business but a friend of her recently tells her to take it up with her family.  It's a little difficult for her to stay away from the bakery but her friend offers to take her with her to see if she can be more open with her family.  They make a great couple,AMAZON,75,0.11931818181818182,0.15714285714285714,1,47,7.1,4,5
Tools_and_Home_Improvement_5,5.0,F,I bought these for my son to wear as a night-vision goggles for him. He has a couple of them,AMAZON,20,0.0,0.1111111111111111,0,14,2.5,2,2
Tools_and_Home_Improvement_5,5.0,F,"I had another brand before this one, and it worked perfectly.  This one is a bit different.  The blades are plastic, and the weight is plastic, so it is not quite as heavy as the original.",AMAZON,36,0.29375,0.2,0,21,4.4,3,6
Tools_and_Home_Improvement_5,4.0,F,"Nice quiet fan. However - it has the design flaw of being a little more noisy. I'm not sure why.  The design of the fan is the same as the fan I replaced.  The fan is quiet enough to be quiet enough to enjoy the outdoors.  If you have a large home with a large fan, it will be louder.  If you have a small home with a small fan, it will be quieter.  The sound level is a little low for me, but if you have a large home, it will be louder.",AMAZON,94,0.07462406015037593,0.25,0,56,3.1,9,14
Movies_and_TV_5,4.0,F,"Lilo and Stitch is a perfect combination, with the exception of the first half of the movie, which is basically a very dark movie, with the viewer experiencing a ""good"" ending. The only thing that I found in the film was that it was a very dark movie. The film seemed to have a lot of blood and gore, which was a very rare occurrence for a movie. The only thing that I did not like was that the two men were all in the same room, which was very strange considering that the film was shot in the same room. The first half of the movie is a very dark film, with the viewer experiencing a ""good"" ending. The only thing that I found in the film was that it was a very dark movie. The only thing that I found in the film was that it was a very dark movie. The only thing that I found in the film was that it was a very dark movie. The only thing that I did not like was that the two men were all in the same room, which was very strange considering that the film was shot in the same room. The second half of the movie is a very dark movie, with the viewer experiencing a ""good"" ending. The only thing that I found in the film was that it was a very dark movie",AMAZON,238,0.056249999999999994,0.15668202764976957,2,152,7.0,19,24
Toys_and_Games_5,5.0,F,I would buy this for my grand daughter. She is 4 and loves it!Very nice.,AMAZON,15,0.55,0.0,0,9,0.3,3,3
Electronics_5,3.0,F,I don't use the shell. I don't know why I didn't make a purchase.,AMAZON,14,0.0,0.1111111111111111,0,9,0.1,3,5
Pet_Supplies_5,5.0,F,"This is a good supplement for my 55 pound Lab. He is growing slowly, but I think he is growing at the same rate as before. The dog is not a great eater, but it is a good supplement.

I will be giving it to my dog next year.My dog is a big chewer and I have to give him the best food out there",AMAZON,65,0.21249999999999997,0.2033898305084746,3,40,3.6,8,6
Kindle_Store_5,3.0,F,"Troy is a Chicago cop who has been with the FBI for a long time. She's just starting to get into the detective business, and she is running out of ideas. She's been with the FBI since she was a teenager, and she's learned how to handle the FBI. She's a woman who's lost the most of her self-confidence and self-esteem. She's a very smart, independent woman, and she's on a mission to find the killer. She's determined to find him, and the only way she knows how is to go undercover.

I enjoyed the book and the characters, and I was a little confused at first. It took awhile for me to get used to the whole mystery. I loved how the author didn't let us read all of the clues and the little details that she made into a book. I found myself wanting to know what was going to happen next.

It was a great read, and I really enjoyed the characters. The main character, Colton, was very interesting, and I found myself rooting for him to find the killer. It was a great read, and I would recommend it.

I received an ARC of this book in exchange",AMAZON,202,0.23790726817042604,0.1488095238095238,3,119,5.4,32,35
Kindle_Store_5,4.0,F,"Yes, cheesy and predictable, but it has the right amount of romance and suspense to keep the reader",AMAZON,18,-0.13809523809523808,0.125,0,9,5.6,1,2
Kindle_Store_5,4.0,F,4 - Love such as this. The characters are well developed and believable. The story flows smoothly.I read this book in one sitting.  The characters were great.  I enjoyed the story.  It was a good read.I absolutely loved this book. I was given this book by a friend in exchange for an honest review.  I loved it.  It was great.  I can't wait to read the next book.  I have a hard time putting down.  I look forward to reading the next book.I loved this story. I was just so excited to read it. It was definitely a different story from the others. I love how the author made me feel like I was in a place. I loved how she made me feel like I was there. It was also a little hard to put down for me as I was constantly in the middle of the story. It was not a bad book but I would have liked more time to really get into the story and the characters. I look forward to reading more,AMAZON,177,0.3081018518518518,0.19480519480519481,6,96,2.9,26,23
Toys_and_Games_5,5.0,F,"This is a great doll.  She is very soft and cuddly, and the baby has a soft touch.  The plastic parts are also very",AMAZON,24,0.3075,0.2857142857142857,1,14,1.7,3,3
Tools_and_Home_Improvement_5,4.0,F,"Works great for my Craftsman tool set, as long as you keep your hands on the handle and the tool.",AMAZON,20,0.375,0.1111111111111111,1,10,5.2,2,2
Pet_Supplies_5,5.0,F,"Just received this in the mail.  It's a good size and my dog loves it.  It's not the best litter, but it is the best litter.  I've been using it for about a year now and it's working.I bought this for my dog who is a chewer.  He will go to the vet and the vet will say that if he chews on something, he will get a vet check.  I have a 60 pound terrier mix and this",AMAZON,79,0.9,0.19402985074626866,1,50,1.8,7,12
Pet_Supplies_5,5.0,F,I have this pod hanging on a wall with a latch that pops off when you put it on. It's not very sturdy but it's very sturdy.,AMAZON,27,0.05,0.08695652173913043,0,19,2.7,2,4
Clothing_Shoes_and_Jewelry_5,5.0,F,"My girlfriend is 5""10 and this dress is just too tight for her.  The dress was just too tight and too short.  The dress also is too short, so it is not comfortable.  I would not recommend this dress to anyone.  This dress is so far beyond what I expected.  I have a wide chest and I can't even wear it",AMAZON,61,-0.08214285714285714,0.22641509433962265,0,37,2.5,8,8
Movies_and_TV_5,5.0,F,I you work in or know an instructor?  You know how to make a difference.,AMAZON,15,0.0,0.15384615384615385,0,9,2.7,2,2
Sports_and_Outdoors_5,3.0,F,"While the outside is great, it feels a little tight around the back of my head.  It is so small that it is difficult to see the light if you don't close it properly.  I have been using this on a multi-million dollar expedition to the far North for the last month.  I have the most trouble with the phone's battery life.  I have been using it for about a month",AMAZON,71,0.037225274725274725,0.15873015873015872,0,43,4.1,6,8
Electronics_5,5.0,F,Worked in Debian Linux out of the box.  I've now installed it on a Mac and,AMAZON,16,0.0,0.0,0,10,1.7,5,2
Kindle_Store_5,5.0,F,Part 3 in the Daniel and Juliet series.  I loved it.  I would recommend it.I read this book,AMAZON,18,0.7,0.06666666666666667,0,7,0.3,6,3
Clothing_Shoes_and_Jewelry_5,5.0,F,"Small and simple. I love it. The only problem is that it's a little too large. It is so small that it looks like a small, but if you're a medium it's",AMAZON,32,-0.027901785714285712,0.2,2,21,1.7,4,7
Sports_and_Outdoors_5,5.0,F,This is perfect for my use. The only problem is that it comes with a small screw that is a little too tight. I am using it,AMAZON,27,0.07678571428571428,0.16,0,18,2.1,3,2
Tools_and_Home_Improvement_5,1.0,F,"I agree 100% with other reviewers. The quality is good, but not spectacular. I have one other reviewer that had the same issue, but that is the case with this flashlight.I have used this bulb in the past. I am very pleased. This bulb is excellent. The light is bright and very bright. I will be buying more.great productworks great for my projectI use this to control my lights and",AMAZON,70,0.36333333333333334,0.22033898305084745,2,42,2.8,9,11
Sports_and_Outdoors_5,1.0,F,"Maybe I'm doing something wrong, and it's just a part of my job, not a person's.

I had to replace the crank with a different one, so it should work better.

The only thing I'm not happy about is the price. I ordered the full size and it's just a bit too small. I can't tell you how much I like it. I just can't get it to fit my AR.

I received this product at a",AMAZON,77,0.03333333333333333,0.14516129032258066,1,47,2.9,12,16
Sports_and_Outdoors_5,4.0,F,"This is great pair of goggles. The wide brim is good enough for my 2 year old and the narrow brim is the best for a 2 year old.

This is a great helmet. It is comfortable and will last a long time. If you are looking for a helmet that is not a 2 year old helmet, this one is the helmet for you.

I highly recommend this product.Perfect! I love the color and the color scheme! It's very easy to",AMAZON,82,0.3148958333333334,0.1917808219178082,4,44,2.6,9,10
Home_and_Kitchen_5,2.0,F,"It's not the rather large, bulky suction cups you'd expect from a single-brand one. It's not the dishwasher safe.  The suction cups are a bit large for the purpose of washing them.  I would prefer one for the dishwasher.  The suction cups are a bit smaller than the ones I have had in the past.  I like the size of the suction cups, but I think that they will be a",AMAZON,71,0.13571428571428573,0.16666666666666666,1,40,3.2,8,11
Toys_and_Games_5,5.0,F,I love how this case holds up well.  The two buttons on the side of the case are,AMAZON,18,0.5,0.11764705882352941,1,10,0.9,2,1
Electronics_5,5.0,F,"Have used it for 3-4 days and it does the job.

If you have a",AMAZON,15,0.0,0.15384615384615385,0,11,-1.0,2,2
Books_5,5.0,F,So well done! Marie continues to expand the story and make it a lot more interesting!Very good.,AMAZON,17,0.6,0.0,0,8,4.2,3,3
Books_5,5.0,F,"I originalally purchased this book, and I am very pleased with it.  The characters are well-drawn and the story is",AMAZON,20,0.65,0.17647058823529413,0,13,4.8,3,3
Toys_and_Games_5,3.0,F,"First, the descriptions still say that it's an icebreaker.  I didn't read the description.  If you want to get a solid icebreaker, you'll need a lot of ice.  So, I'd say it's a good deal if you get it.

Also, it's not a real icebreaker, but it's a fun ice breaker.  It's a very different set of icebreakers from the ones on Amazon.  It's very similar to the ""sea of stars"" set, but with a twist.  It's actually a different set of icebreakers, and the real one is different from the real one.  It's a different set of icebreakers, and the real one is different from the real one.  I think it's a good deal if you get it.

Overall, I'd say this set is a good deal, but not a perfect deal.  I've used this set on a lot of different icebreakers, and it's still worth it.  However, it's not a great deal.  If you have a kid, this is a great buy.  But if you're a kid, this is not a great deal.  If you're a kid, it's not a great deal.My son got this for his 3rd birthday and he's always been interested in Minecraft.  This is a great addition to his Minecraft collection,",AMAZON,207,0.1357142857142857,0.17763157894736842,8,115,4.2,23,55
Sports_and_Outdoors_5,5.0,F,"These bands are amazing. My son has them on and off for a lot of practice. He has been using them for the past month, and they're still holding up.",AMAZON,30,0.17500000000000004,0.16,0,20,1.3,3,5
Books_5,4.0,F,"I meant to read this book. It's a good read. I would recommend it. I read this book in the middle of the night, and it was great. The story was well told, and the characters were well developed. This is a great series for adults and teens. I highly recommend it. I had to wait a few days to finish this book because I didn't want to put it down. It was an interesting story, and I can't wait to get my hands on it. I loved the characters, and the writing was very good. I am looking forward to the next book in the series. I bought this for my daughter and she loves it. I also gave it to my grand daughter. She loves it. Great book. Love it!This is a very good read. I would recommend it to anyone who wants a little bit of history to read. I would recommend it to anyone who is interested in history. I love this book. I have read all the books in the series and would recommend this book to anyone who wants to know more about the history of the United States. I look forward to reading all of the books in this series.",AMAZON,207,0.38577020202020207,0.1853932584269663,6,118,3.8,26,29
Movies_and_TV_5,5.0,F,I watched Donna Reed show on TV and thought it was hilarious.  I really enjoyed this one.I really enjoyed the movie. The characters and the,AMAZON,25,0.5,0.22727272727272727,2,11,4.6,8,3
Sports_and_Outdoors_5,4.0,F,"A terrific hand exerciser, just what I wanted.  I've also used this for a few",AMAZON,15,-0.1,0.08333333333333333,0,9,5.0,3,3
Toys_and_Games_5,5.0,F,use these with mom in the bath and she loves them.  She also loves the baby dolls.,AMAZON,17,0.0,0.2,0,9,0.7,1,2
Home_and_Kitchen_5,5.0,F,"These are exactly what I needed. The only problem is that they are small, and the one I bought from the Amazon seller is a",AMAZON,25,0.0,0.17391304347826086,0,17,4.6,5,2
Movies_and_TV_5,5.0,F,Wonderful Christmas music by these guys. The movie is just too slow. There is a lot of nudity. There is a lot of sexual content,AMAZON,25,0.39999999999999997,0.22727272727272727,0,14,3.4,5,3
Books_5,2.0,F,"It is extremely, extremely violent and violent, with very little of the science that makes the book particularly violent.  The story is told from a very clear point of view. ",AMAZON,30,-0.50275,0.15384615384615385,0,15,9.1,2,4
Tools_and_Home_Improvement_5,1.0,F,"POS. Just like all the other ones I bought, these are a nice light for the money.Great product. Great price. I am using it in the shop to cover a lot of metal.I had this on hand for a",AMAZON,39,0.41875,0.12121212121212122,2,23,3.6,9,6
Clothing_Shoes_and_Jewelry_5,5.0,F,"I love Vanity Fair bras, and I love the look. I will keep my purse in the drawer",AMAZON,18,0.5666666666666667,0.1875,2,9,2.1,5,2
Sports_and_Outdoors_5,4.0,F,"Works great, my only issue is the part with the latch is a little odd. I have one in my glove compartment and it's a bit difficult to open and close.",AMAZON,31,-0.009027777777777765,0.18518518518518517,0,17,4.6,2,4
Pet_Supplies_5,3.0,F,I have a 9 wk old lab and she has a sensitive stomach. This is the only one I have found that is a good fit.  The dog is tall and it is large enough to fit,AMAZON,37,0.23928571428571427,0.17142857142857143,1,22,2.2,4,2
Clothing_Shoes_and_Jewelry_5,1.0,F,Unbelievable! I ordered 2 sizes up. The wide width is too narrow. The wide width is just too narrow. I had to return them. Not worth the money.This is a great,AMAZON,31,-0.03749999999999999,0.24,1,17,1.8,7,6
Pet_Supplies_5,2.0,F,"Will not do anything for my puppy, she's a small dog and my lab loves to scratch.I bought this for a friend who has a small dog and she had a",AMAZON,31,-0.25,0.21428571428571427,0,20,3.4,2,3
Home_and_Kitchen_5,1.0,F,"Not pretty. Covered in so many pieces and pieces. Not good enough.Nice, sturdy, and functional.  Great for the price. ",AMAZON,19,0.20625000000000002,0.15384615384615385,2,8,1.6,5,7
Home_and_Kitchen_5,5.0,F,"Good, arrived after a re-order. I love the look and feel of this pillow.",AMAZON,14,0.6,0.0,1,7,2.5,2,4
Kindle_Store_5,4.0,F,What a sweetshifter romance. I loved it and the writing. I will definitely be reading the next one. I read this book in the last few days and have enjoyed it. The characters are well written and well developed.,AMAZON,39,0.15714285714285717,0.11764705882352941,0,21,2.8,5,5
Tools_and_Home_Improvement_5,5.0,F,Better then expected. Bought as a gift and thought it would be a nice addition to the house.Great product. Great price. I am using it in the garage to cover a shed and it works great,AMAZON,36,0.52,0.1875,2,18,4.4,5,4
Kindle_Store_5,5.0,F,I really enjoyed this story. The characters were well developed and kept my interest. The story is well told and the story moves at a good pace. I would definitely recommend this book to others. Highly recommend it. I absolutely loved this book! I was given this book by a friend in exchange for an honest review. I loved it!  It has great characters and plot twists.,AMAZON,67,0.5122222222222222,0.1896551724137931,3,31,3.8,9,9
Movies_and_TV_5,4.0,F,This movie is pretty amusing!  I love the movie.  The plot is just a little too simple.  The movie is a little too emotional and the acting is pretty great.  The story is a little too deep.  The acting is pretty good.  The characters are not the best.  The movie is just,AMAZON,52,0.24609375,0.2,1,29,2.3,8,7
Movies_and_TV_5,5.0,F,"If you were expecting the usual action and action scenes in this movie, this is the movie you are looking for.  The movie is a bit cheesy, but the action is very good.  The only complaint I have is that the story is very long and the movie starts out slow.  I found it a bit short and I would recommend to anyone who is a fan of the show.  It is a fun movie to watch and you will be glad you did.  If you want to see more of the action, then you will",AMAZON,96,0.07966666666666665,0.18181818181818182,0,62,3.6,8,8
Kindle_Store_5,4.0,F,Really good story. Would have liked more of the backstory. I will keep reading. I would recommend.I read this book in the last few days and have enjoyed it. The characters are well written and well developed. I would like to read more from this,AMAZON,45,0.33749999999999997,0.23076923076923078,3,22,2.2,7,6
Sports_and_Outdoors_5,5.0,F,I purchased this for my son to wear as a helmet for a backpacking trip. He has been wearing it for the past two months. He is very happy with the purchase.I have used this product in the past and I am very pleased. I have used it on several other products and it is,AMAZON,55,0.1708333333333333,0.2549019607843137,0,36,2.9,6,4
Pet_Supplies_5,4.0,F,Cats like them. No idea what they are.We have two dogs and they love this stuff,AMAZON,16,0.5,0.07142857142857142,2,8,-1.8,3,2
Tools_and_Home_Improvement_5,5.0,F,This is the best carton of the bunch.  I will admit that I have been using the,AMAZON,17,1.0,0.125,0,12,1.9,3,1
Clothing_Shoes_and_Jewelry_5,5.0,F,"Elegance and comfort. The fabric is stretchy and very comfortable.

The only reason I ordered this is",AMAZON,17,0.26,0.2,0,10,4.3,4,2
Books_5,5.0,F,"I am not normally a fan of the author, but I did find this book a little too dark. I had to read it before going to sleep and I'm sure I will read it again. It was a little too dark for me. I found it boring. I felt like I was reading the book in a very dark place. I wish I could go back and read it again. I really enjoyed this book.",AMAZON,76,-0.0945,0.19402985074626866,2,46,2.8,12,9
Home_and_Kitchen_5,4.0,F,Does what it's supposed to do. The only problem is that it's kind of hard to put,AMAZON,17,0.10277777777777776,0.07142857142857142,0,12,1.9,2,3
Pet_Supplies_5,5.0,F,My Boston Terrier puppy absolutely loves this toy. It is a great toy for him to get the extra hair from.  The plastic part is also very easy to clean.  I would definitely recommend this toy to anyone.  I would buy it again.Very good value.Great for the price.  I have a German Shepherd and a German Shepherd,AMAZON,57,0.2922222222222222,0.24,2,26,3.7,14,7
Sports_and_Outdoors_5,3.0,F,"My physical therapist recommended this product. The quality is good and it fits my hand well. If you have an extra large hand, then this is the product for you.Great case! The only thing I would change is the size of the padding. This is a big problem for me. I have 2 8"" heads and",AMAZON,56,0.1613095238095238,0.16666666666666666,2,31,3.4,8,8
Toys_and_Games_5,5.0,F,My grandson loves this garbage truck. The pieces are sturdy and it comes with a variety of toys.,AMAZON,18,0.0,0.0,0,9,2.1,2,2
Pet_Supplies_5,2.0,F,"Cute and love the color!  I love the fact that it is easy to clean!  If you have a small dog, you may want to get the plastic one. I used this to clean my older one in the past, and it's still working!  I would definitely buy this again. My dog loves these! I have had to work on several different kinds of treats. I just bought a new one and I am happy with it. my puppy loves this toy. it is very durable and works well. he does not get any trouble pulling the ball. it has held up well.",AMAZON,103,0.21399147727272727,0.17045454545454544,2,56,0.7,9,15
Toys_and_Games_5,5.0,F,It is great! My son loves it and the materials are good.  My son loves to throw,AMAZON,17,0.85,0.26666666666666666,0,9,0.8,3,2
Clothing_Shoes_and_Jewelry_5,5.0,F,"No more damp or cold weather. The only problem is that it's kind of hard to find. I bought this for my son, who lives in the North Dakota area. He's 5'3"" and it fits perfectly. He's going to use it as a shoe for a trip to the Midwest. I also love the fact that it is a little longer than I expected. This shoe is a little tight on him, but he will wear it for a while. He is very pleased with the quality. I love these boots! I have them in a size 8, and they fit great. They are soft and comfortable. I have to wear them every day because I have arthritis in my feet. I can wear them all day without pain, and they're a great boot! I have a lot of arthritis in my feet, so I ordered a medium.",AMAZON,148,0.2377645502645503,0.18548387096774194,3,91,2.7,20,25
Pet_Supplies_5,5.0,F,"Much smaller bowl than the one pictured, but it is a great deal for a small dog.",AMAZON,17,0.18333333333333335,0.06666666666666667,1,8,4.0,1,2
Toys_and_Games_5,5.0,F,"Lego polybags are worth the $8 you pay for these.

The only reason I",AMAZON,14,0.15,0.08333333333333333,0,8,1.3,3,2
Pet_Supplies_5,5.0,F,"My best friend, Sherman, a male lab, was very picky about her treats. She was one of the first to say, ""I love",AMAZON,23,0.39,0.058823529411764705,1,12,0.7,4,6
Toys_and_Games_5,5.0,F,My two year old nephew (age 3) loves these. We also have a baby one.,AMAZON,15,0.1,0.0,0,5,0.3,2,4
Movies_and_TV_5,2.0,F,"poor misunderstood killer couldn't help but be impressed with the film's message.

The film has a couple of redeeming qualities. First, it is a film about a great man, but it is also about a man who is a bit of a hater. Second, it is about a man who is a bit of a man, but who is",AMAZON,59,0.3583333333333334,0.22,1,35,4.3,3,9
Toys_and_Games_5,5.0,F,I love it! My granddaughter loves it and she plays with it all the time.,AMAZON,15,0.625,0.07692307692307693,1,10,0.3,2,2
Toys_and_Games_5,5.0,F,I love this game. I played it at least once and I will admit that it's been pretty boring. There's a lot of things to do but the game is pretty simple and it's pretty fun. It's not a game that requires,AMAZON,42,-0.03181818181818182,0.17142857142857143,1,26,2.7,5,7
Sports_and_Outdoors_5,5.0,F,"The sturdiest knife, with a blade of the same thickness and thickness, and a blade of",AMAZON,16,0.0,0.35714285714285715,0,10,6.0,1,2
Sports_and_Outdoors_5,5.0,F,Very good fit and 1000X better than the regular knee pads I have.Nice bag for the price.I bought this for a friend,AMAZON,22,0.4525,0.1,1,10,1.4,5,2
Sports_and_Outdoors_5,3.0,F,Tire looks good but not what it should be.  I will keep my Titan in the store,AMAZON,17,0.7,0.0,1,11,0.7,3,1
Clothing_Shoes_and_Jewelry_5,5.0,F,"These bibs are excellent, they are stretchy and very comfortable.  I also like the",AMAZON,14,0.76,0.08333333333333333,1,8,3.7,2,2
